path	subsystem	document_sections	user_visible_behavior	current_role	existing_nexent_equivalent	target_pr	port_strategy	security_classification	tests_to_keep	tests_to_rewrite	tests_to_drop	generated	confidence	evidence	notes
backend/services/nl2agent_summary_service.py	core workflow/finalize	§7 §10.1 §10.2 §10.6	Requirements models identity review Finalize	Workflow/evaluator/service/Card	Existing Agent/model/resource transaction services	PR1_CORE_WORKFLOW	CONSOLIDATE	BASELINE_CORRECTNESS	Stage gates persisted truth draft_ready	Facade/projection/mock details	Duplicate implementation assertions	no	HIGH	git diff 4e7d9fe..5375990a -- backend/services/nl2agent_summary_service.py; design §7 §10.1 §10.2 §10.6	-
backend/services/nl2agent_workflow_service.py	core workflow/finalize	§7 §10.1 §10.2 §10.6	Requirements models identity review Finalize	Workflow/evaluator/service/Card	Existing Agent/model/resource transaction services	PR1_CORE_WORKFLOW	CONSOLIDATE	BASELINE_CORRECTNESS	Stage gates persisted truth draft_ready	Facade/projection/mock details	Duplicate implementation assertions	no	HIGH	git diff 4e7d9fe..5375990a -- backend/services/nl2agent_workflow_service.py; design §7 §10.1 §10.2 §10.6	-
backend/services/prompt_service.py	backend integration	§3-14	Core Builder runtime and service integration	Existing Backend extension	Existing service/application layer	PR1_CORE_WORKFLOW	PORT_MINIMAL	BASELINE_CORRECTNESS	Identity transaction behavior	Narrow clean-branch boundary	Prototype compatibility	no	HIGH	git diff 4e7d9fe..5375990a -- backend/services/prompt_service.py; design §3-14	-
backend/services/remote_mcp_service.py	MCP installation/binding	§9.3 §10.4 §10.5 §14	MCP search configuration install health discovery bind/skip	MCP integration/service/UI	remote_mcp_service, Tool discovery and ToolInstance persistence	PR4_INSTALLATION_AND_BINDING	REWRITE_USING_EXISTING_NEXENT_SERVICE	MIXED	Install/discover/bind/idempotency/recovery	Redis/wrapper/mock-call details	Advanced-only or duplicate assertions	no	HIGH	git diff 4e7d9fe..5375990a -- backend/services/remote_mcp_service.py; design §9.3 §10.4 §10.5 §14	Baseline correctness remains
backend/services/skill_service.py	Skill catalog/installation	§9.4 §10.5 §14	Official/local Skill search install recovery and binding	Skill provider/service/UI integration	Existing SkillService, official ZIP installer and SkillInstance	PR4_INSTALLATION_AND_BINDING	REWRITE_USING_EXISTING_NEXENT_SERVICE	BASELINE_CORRECTNESS	Tenant scope resource_missing install/bind/retry	Wrapper mocks and status projection	Duplicate implementation assertions	no	HIGH	git diff 4e7d9fe..5375990a -- backend/services/skill_service.py; design §9.4 §10.5 §14	-
backend/services/tool_configuration_service.py	local resources	§9.2 §10.3 §14.2	Local Tool/Skill search configure Apply/Skip	Local resource search/config/binding	list_all_tools, ToolConfigurationService, ToolInstance/SkillInstance	PR2_LOCAL_RESOURCES	REWRITE_USING_EXISTING_NEXENT_SERVICE	BASELINE_CORRECTNESS	Search/config/atomic binding/secret behavior	Reservations/Redis/wrapper calls	Duplicate mock-only assertions	no	HIGH	git diff 4e7d9fe..5375990a -- backend/services/tool_configuration_service.py; design §9.2 §10.3 §14.2	-
backend/utils/nl2agent_card_validation.py	Card delivery/rendering	§11 §12	Strict Card render registration Delivery retry	Card parser/renderer/stream lifecycle	Existing Markdown/chat final-message boundary	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	BASELINE_CORRECTNESS	Strict schema latest message registration receipt retry	One verifier/AST/coordinator	Fallback/duplicate parser-only assertions where unneeded	no	HIGH	git diff 4e7d9fe..5375990a -- backend/utils/nl2agent_card_validation.py; design §11 §12	-
backend/utils/nl2agent_catalog_snapshot.py	online catalogs/search	§9.1 §9.3 §9.4 §9.5	Registry Community official search and trusted proof	Catalog adapter/search normalization	Existing Registry Community official Skill providers	PR3_ONLINE_CATALOGS	CONSOLIDATE	MIXED	Fail-soft bounded normalized exact batches	Inline catalog/Backend normalizer/unified proof	Shared snapshot/cache implementation	no	HIGH	git diff 4e7d9fe..5375990a -- backend/utils/nl2agent_catalog_snapshot.py; design §9.1 §9.3 §9.4 §9.5	-
backend/utils/prompt_template_utils.py	backend integration	§3-14	Core Builder runtime and service integration	Existing Backend extension	Existing service/application layer	PR1_CORE_WORKFLOW	PORT_MINIMAL	BASELINE_CORRECTNESS	Identity transaction behavior	Narrow clean-branch boundary	Prototype compatibility	no	HIGH	git diff 4e7d9fe..5375990a -- backend/utils/prompt_template_utils.py; design §3-14	-
contracts/nl2agent-card.schema.json	generated contracts	§11 §13 §15	Strict synchronized Card and API contracts	Canonical Card schema source	JSON Schema consumed by Backend validator and frontend generator	PR5_DELIVERY_RECOVERY_AND_RELEASE	PORT_MINIMAL	BASELINE_CORRECTNESS	Seven logical Card payloads, strict bounds and tags	Extend by PR then finalize in PR5	Snapshot-only formatting assertions	no	HIGH	git diff 4e7d9fe..5375990a -- contracts/nl2agent-card.schema.json; design §11 §15	Canonical source, not a generated artifact
contracts/nl2agent-openapi.json	generated contracts	§11 §13 §15	Strict synchronized Card and API contracts	Generated artifact	FastAPI OpenAPI and contract generation	GENERATED	REGENERATE	BASELINE_CORRECTNESS	Schema/API behavior	Regeneration/drift tests	Snapshot-specific text	yes	HIGH	git diff 4e7d9fe..5375990a -- contracts/nl2agent-openapi.json; design §11 §13 §15	-
deploy/common/run_local_sql_migrations.py	persistence/deploy	§16	Local schema readiness	Migration runner/guard	Existing checksum/advisory migration runner	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	BASELINE_CORRECTNESS	Lock/checksum/schema readiness	Remove v0718-specific checks	Prototype migration expectations	no	HIGH	git diff 4e7d9fe..5375990a -- deploy/common/run_local_sql_migrations.py; design §16	-
deploy/docker/generate_env.sh	deployment	§16	Deploy/fresh install parity	Deployment schema/config integration	Existing deploy and migration framework	PR5_DELIVERY_RECOVERY_AND_RELEASE	PORT_MINIMAL	BASELINE_CORRECTNESS	Fresh/upgrade parity	Final single-migration expectations	Prototype flags/paths	no	HIGH	git diff 4e7d9fe..5375990a -- deploy/docker/generate_env.sh; design §16	-
deploy/images/dockerfiles/main/Dockerfile	deployment	§16	Deploy/fresh install parity	Deployment schema/config integration	Existing deploy and migration framework	PR5_DELIVERY_RECOVERY_AND_RELEASE	PORT_MINIMAL	BASELINE_CORRECTNESS	Fresh/upgrade parity	Final single-migration expectations	Prototype flags/paths	no	HIGH	git diff 4e7d9fe..5375990a -- deploy/images/dockerfiles/main/Dockerfile; design §16	-
deploy/k8s/deploy.sh	deployment	§16	Deploy/fresh install parity	Deployment schema/config integration	Existing deploy and migration framework	PR5_DELIVERY_RECOVERY_AND_RELEASE	PORT_MINIMAL	BASELINE_CORRECTNESS	Fresh/upgrade parity	Final single-migration expectations	Prototype flags/paths	no	HIGH	git diff 4e7d9fe..5375990a -- deploy/k8s/deploy.sh; design §16	-
deploy/k8s/helm/nexent/charts/nexent-common/templates/configmap.yaml	deployment	§16	Deploy/fresh install parity	Deployment schema/config integration	Existing deploy and migration framework	PR5_DELIVERY_RECOVERY_AND_RELEASE	PORT_MINIMAL	BASELINE_CORRECTNESS	Fresh/upgrade parity	Final single-migration expectations	Prototype flags/paths	no	HIGH	git diff 4e7d9fe..5375990a -- deploy/k8s/helm/nexent/charts/nexent-common/templates/configmap.yaml; design §16	-
deploy/k8s/helm/nexent/charts/nexent-common/values.yaml	deployment	§16	Deploy/fresh install parity	Deployment schema/config integration	Existing deploy and migration framework	PR5_DELIVERY_RECOVERY_AND_RELEASE	PORT_MINIMAL	BASELINE_CORRECTNESS	Fresh/upgrade parity	Final single-migration expectations	Prototype flags/paths	no	HIGH	git diff 4e7d9fe..5375990a -- deploy/k8s/helm/nexent/charts/nexent-common/values.yaml; design §16	-
deploy/sql/init.sql	deployment	§16	Deploy/fresh install parity	Deployment schema/config integration	Existing deploy and migration framework	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	BASELINE_CORRECTNESS	Fresh/upgrade parity	Final single-migration expectations	Prototype flags/paths	no	HIGH	git diff 4e7d9fe..5375990a -- deploy/sql/init.sql; design §16	-
deploy/sql/migrations/v2.3.0_0716_add_nl2agent_session.sql	persistence/deploy	§16	Upgrade schema	Prototype migration step	Standard migration runner	OMIT	OMIT_FROM_CLEAN_BRANCH	BASELINE_CORRECTNESS	Final schema parity	Squashed migration tests	Prototype-ID/backfill assertions	no	HIGH	git diff 4e7d9fe..5375990a -- deploy/sql/migrations/v2.3.0_0716_add_nl2agent_session.sql; design §16	Replaced by one final migration
deploy/sql/migrations/v2.3.0_0717_index_nl2agent_session_cleanup.sql	persistence/deploy	§16	Upgrade schema	Prototype migration step	Standard migration runner	OMIT	OMIT_FROM_CLEAN_BRANCH	BASELINE_CORRECTNESS	Final schema parity	Squashed migration tests	Prototype-ID/backfill assertions	no	HIGH	git diff 4e7d9fe..5375990a -- deploy/sql/migrations/v2.3.0_0717_index_nl2agent_session_cleanup.sql; design §16	Replaced by one final migration
deploy/sql/migrations/v2.3.0_0717_share_nl2agent_catalog_snapshots.sql	persistence/deploy	§16	Upgrade schema	Prototype migration step	Standard migration runner	OMIT	OMIT_FROM_CLEAN_BRANCH	BASELINE_CORRECTNESS	Final schema parity	Squashed migration tests	Prototype-ID/backfill assertions	no	HIGH	git diff 4e7d9fe..5375990a -- deploy/sql/migrations/v2.3.0_0717_share_nl2agent_catalog_snapshots.sql; design §16	Replaced by one final migration
deploy/sql/migrations/v2.3.0_0717_unique_nl2agent_builder.sql	persistence/deploy	§16	Upgrade schema	Prototype migration step	Standard migration runner	OMIT	OMIT_FROM_CLEAN_BRANCH	BASELINE_CORRECTNESS	Final schema parity	Squashed migration tests	Prototype-ID/backfill assertions	no	HIGH	git diff 4e7d9fe..5375990a -- deploy/sql/migrations/v2.3.0_0717_unique_nl2agent_builder.sql; design §16	Replaced by one final migration
deploy/sql/migrations/v2.3.0_0718_persist_nl2agent_runner.sql	persistence/deploy	§16	Upgrade schema	Prototype migration step	Standard migration runner	OMIT	OMIT_FROM_CLEAN_BRANCH	BASELINE_CORRECTNESS	Final schema parity	Squashed migration tests	Prototype-ID/backfill assertions	no	HIGH	git diff 4e7d9fe..5375990a -- deploy/sql/migrations/v2.3.0_0718_persist_nl2agent_runner.sql; design §16	Replaced by one final migration
doc/docs/en/developer-guide/environment-setup.md	documentation	§1-18	Documents current implementation	Snapshot design/walkthrough/review asset	Clean reconstruction documents	OMIT	OMIT_FROM_CLEAN_BRANCH	NONE	N/A	N/A	N/A	no	HIGH	git diff 4e7d9fe..5375990a -- doc/docs/en/developer-guide/environment-setup.md; design §1-18	Historical evidence only; do not port as production
doc/docs/zh/developer-guide/assets/nl2agent-frontend-cards.svg	documentation	§1-18	Documents current implementation	Snapshot design/walkthrough/review asset	Clean reconstruction documents	OMIT	OMIT_FROM_CLEAN_BRANCH	NONE	N/A	N/A	N/A	no	HIGH	git diff 4e7d9fe..5375990a -- doc/docs/zh/developer-guide/assets/nl2agent-frontend-cards.svg; design §1-18	Historical evidence only; do not port as production
doc/docs/zh/developer-guide/assets/nl2agent-frontend-entry.svg	documentation	§1-18	Documents current implementation	Snapshot design/walkthrough/review asset	Clean reconstruction documents	OMIT	OMIT_FROM_CLEAN_BRANCH	NONE	N/A	N/A	N/A	no	HIGH	git diff 4e7d9fe..5375990a -- doc/docs/zh/developer-guide/assets/nl2agent-frontend-entry.svg; design §1-18	Historical evidence only; do not port as production
